timestamp,kwh,building
2024-07-03 04:00:00,9.94,Building_A_07_2024
2024-07-03 05:00:00,5.51,Building_A_07_2024
2024-07-03 06:00:00,6.04,Building_A_07_2024
2024-07-03 07:00:00,5.81,Building_A_07_2024
2024-07-03 08:00:00,8.27,Building_A_07_2024
2024-07-03 09:00:00,19.25,Building_A_07_2024
2024-07-03 10:00:00,17.84,Building_A_07_2024
2024-07-03 11:00:00,21.03,Building_A_07_2024
2024-07-03 12:00:00,16.68,Building_A_07_2024
2024-07-03 13:00:00,11.01,Building_A_07_2024
2024-07-03 14:00:00,15.26,Building_A_07_2024
2024-07-03 15:00:00,14.74,Building_A_07_2024
2024-07-03 16:00:00,17.0,Building_A_07_2024
2024-07-03 17:00:00,19.56,Building_A_07_2024
2024-07-03 18:00:00,9.1,Building_A_07_2024
2024-07-03 19:00:00,5.49,Building_A_07_2024
2024-07-03 20:00:00,9.19,Building_A_07_2024
2024-07-03 21:00:00,5.48,Building_A_07_2024
2024-07-03 22:00:00,9.88,Building_A_07_2024
2024-07-03 23:00:00,7.34,Building_A_07_2024
2024-07-04 00:00:00,9.88,Building_A_07_2024
2024-07-04 01:00:00,8.02,Building_A_07_2024
2024-07-04 02:00:00,8.7,Building_A_07_2024
2024-07-04 03:00:00,5.2,Building_A_07_2024
2024-07-04 04:00:00,6.41,Building_A_07_2024
2024-07-04 05:00:00,5.6,Building_A_07_2024
2024-07-04 06:00:00,6.48,Building_A_07_2024
2024-07-04 07:00:00,5.59,Building_A_07_2024
2024-07-04 08:00:00,6.59,Building_A_07_2024
2024-07-04 09:00:00,16.2,Building_A_07_2024
2024-07-04 10:00:00,17.42,Building_A_07_2024
2024-07-04 11:00:00,21.36,Building_A_07_2024
2024-07-04 12:00:00,16.01,Building_A_07_2024
2024-07-04 13:00:00,21.12,Building_A_07_2024
2024-07-04 14:00:00,19.11,Building_A_07_2024
2024-07-04 15:00:00,19.28,Building_A_07_2024
2024-07-04 16:00:00,18.44,Building_A_07_2024
2024-07-04 17:00:00,22.06,Building_A_07_2024
2024-07-04 18:00:00,6.59,Building_A_07_2024
2024-07-04 19:00:00,8.34,Building_A_07_2024
2024-07-04 20:00:00,5.66,Building_A_07_2024
2024-07-04 21:00:00,8.58,Building_A_07_2024
2024-07-04 22:00:00,6.45,Building_A_07_2024
2024-07-04 23:00:00,5.92,Building_A_07_2024
2024-07-05 00:00:00,7.93,Building_A_07_2024
2024-07-05 01:00:00,5.1,Building_A_07_2024
2024-07-05 02:00:00,9.14,Building_A_07_2024
2024-07-05 03:00:00,5.02,Building_A_07_2024
2024-07-05 04:00:00,8.39,Building_A_07_2024
2024-07-05 05:00:00,6.35,Building_A_07_2024
2024-07-05 06:00:00,8.68,Building_A_07_2024
2024-07-05 07:00:00,9.81,Building_A_07_2024
2024-07-05 08:00:00,6.24,Building_A_07_2024
2024-07-05 09:00:00,20.59,Building_A_07_2024
2024-07-05 10:00:00,22.04,Building_A_07_2024
2024-07-05 11:00:00,14.36,Building_A_07_2024
2024-07-05 12:00:00,16.7,Building_A_07_2024
2024-07-05 13:00:00,19.05,Building_A_07_2024
2024-07-05 14:00:00,21.47,Building_A_07_2024
2024-07-05 15:00:00,15.28,Building_A_07_2024
2024-07-05 16:00:00,23.32,Building_A_07_2024
2024-07-05 17:00:00,20.24,Building_A_07_2024
2024-07-05 18:00:00,9.07,Building_A_07_2024
2024-07-05 19:00:00,6.98,Building_A_07_2024
2024-07-05 20:00:00,9.41,Building_A_07_2024
2024-07-05 21:00:00,7.91,Building_A_07_2024
2024-07-05 22:00:00,9.41,Building_A_07_2024
2024-07-05 23:00:00,8.46,Building_A_07_2024
2024-07-06 00:00:00,8.63,Building_A_07_2024
2024-07-06 01:00:00,7.51,Building_A_07_2024
2024-07-06 02:00:00,9.78,Building_A_07_2024
2024-07-06 03:00:00,8.22,Building_A_07_2024
2024-07-06 04:00:00,7.12,Building_A_07_2024
2024-07-06 05:00:00,8.03,Building_A_07_2024
2024-07-06 06:00:00,5.1,Building_A_07_2024
2024-07-06 07:00:00,6.51,Building_A_07_2024
2024-07-06 08:00:00,8.3,Building_A_07_2024
2024-07-06 09:00:00,12.19,Building_A_07_2024
2024-07-06 10:00:00,18.0,Building_A_07_2024
2024-07-06 11:00:00,19.32,Building_A_07_2024
2024-07-06 12:00:00,18.06,Building_A_07_2024
2024-07-06 13:00:00,20.56,Building_A_07_2024
2024-07-06 14:00:00,20.85,Building_A_07_2024
2024-07-06 15:00:00,16.06,Building_A_07_2024
2024-07-06 16:00:00,17.86,Building_A_07_2024
2024-07-06 17:00:00,20.28,Building_A_07_2024
2024-07-06 18:00:00,8.26,Building_A_07_2024
2024-07-06 19:00:00,7.16,Building_A_07_2024
2024-07-06 20:00:00,9.48,Building_A_07_2024
2024-07-06 21:00:00,6.84,Building_A_07_2024
2024-07-06 22:00:00,7.18,Building_A_07_2024
2024-07-06 23:00:00,9.46,Building_A_07_2024
2024-07-07 00:00:00,9.03,Building_A_07_2024
2024-07-07 01:00:00,8.52,Building_A_07_2024
2024-07-07 02:00:00,5.5,Building_A_07_2024
2024-07-07 03:00:00,9.6,Building_A_07_2024
2024-07-07 04:00:00,8.57,Building_A_07_2024
2024-07-07 05:00:00,9.99,Building_A_07_2024
2024-07-07 06:00:00,5.75,Building_A_07_2024
2024-07-07 07:00:00,9.34,Building_A_07_2024
2024-07-07 08:00:00,5.81,Building_A_07_2024
2024-07-07 09:00:00,14.46,Building_A_07_2024
2024-07-07 10:00:00,12.56,Building_A_07_2024
2024-07-07 11:00:00,19.05,Building_A_07_2024
2024-07-07 12:00:00,17.02,Building_A_07_2024
2024-07-07 13:00:00,21.47,Building_A_07_2024
2024-07-07 14:00:00,17.9,Building_A_07_2024
2024-07-07 15:00:00,13.83,Building_A_07_2024
2024-07-07 16:00:00,21.98,Building_A_07_2024
2024-07-07 17:00:00,20.32,Building_A_07_2024
2024-07-07 18:00:00,8.61,Building_A_07_2024
2024-07-07 19:00:00,9.33,Building_A_07_2024
2024-07-07 20:00:00,9.88,Building_A_07_2024
2024-07-07 21:00:00,9.28,Building_A_07_2024
2024-07-07 22:00:00,5.06,Building_A_07_2024
2024-07-07 23:00:00,6.8,Building_A_07_2024
2024-07-08 00:00:00,8.65,Building_A_07_2024
2024-07-08 01:00:00,5.86,Building_A_07_2024
2024-07-08 02:00:00,7.61,Building_A_07_2024
2024-07-08 03:00:00,5.27,Building_A_07_2024
2024-07-08 04:00:00,6.0,Building_A_07_2024
2024-07-08 05:00:00,5.09,Building_A_07_2024
2024-07-08 06:00:00,8.97,Building_A_07_2024
2024-07-08 07:00:00,6.12,Building_A_07_2024
2024-07-08 08:00:00,6.73,Building_A_07_2024
2024-07-08 09:00:00,24.62,Building_A_07_2024
2024-07-08 10:00:00,22.0,Building_A_07_2024
2024-07-08 11:00:00,14.3,Building_A_07_2024
2024-07-08 12:00:00,12.1,Building_A_07_2024
2024-07-08 13:00:00,21.51,Building_A_07_2024
2024-07-08 14:00:00,13.48,Building_A_07_2024
2024-07-08 15:00:00,14.69,Building_A_07_2024
2024-07-08 16:00:00,23.87,Building_A_07_2024
2024-07-08 17:00:00,22.68,Building_A_07_2024
2024-07-08 18:00:00,7.68,Building_A_07_2024
2024-07-08 19:00:00,7.95,Building_A_07_2024
2024-07-08 20:00:00,8.65,Building_A_07_2024
2024-07-08 21:00:00,6.56,Building_A_07_2024
2024-07-08 22:00:00,6.99,Building_A_07_2024
2024-07-08 23:00:00,6.05,Building_A_07_2024
2024-07-09 00:00:00,5.93,Building_A_07_2024
2024-07-09 01:00:00,9.72,Building_A_07_2024
2024-07-09 02:00:00,8.7,Building_A_07_2024
2024-07-09 03:00:00,7.45,Building_A_07_2024
2024-07-09 04:00:00,6.14,Building_A_07_2024
2024-07-09 05:00:00,6.27,Building_A_07_2024
2024-07-09 06:00:00,5.29,Building_A_07_2024
2024-07-09 07:00:00,7.17,Building_A_07_2024
2024-07-09 08:00:00,6.56,Building_A_07_2024
2024-07-09 09:00:00,19.89,Building_A_07_2024
2024-07-09 10:00:00,18.78,Building_A_07_2024
2024-07-09 11:00:00,11.32,Building_A_07_2024
2024-07-09 12:00:00,15.27,Building_A_07_2024
2024-07-09 13:00:00,15.8,Building_A_07_2024
2024-07-09 14:00:00,16.8,Building_A_07_2024
2024-07-09 15:00:00,12.95,Building_A_07_2024
2024-07-09 16:00:00,14.97,Building_A_07_2024
2024-07-09 17:00:00,18.06,Building_A_07_2024
2024-07-09 18:00:00,9.95,Building_A_07_2024
2024-07-09 19:00:00,6.08,Building_A_07_2024
2024-07-09 20:00:00,8.32,Building_A_07_2024
2024-07-09 21:00:00,6.32,Building_A_07_2024
2024-07-09 22:00:00,5.1,Building_A_07_2024
2024-07-09 23:00:00,8.79,Building_A_07_2024
2024-07-10 00:00:00,6.6,Building_A_07_2024
2024-07-10 01:00:00,6.92,Building_A_07_2024
2024-07-10 02:00:00,7.94,Building_A_07_2024
2024-07-10 03:00:00,9.16,Building_A_07_2024
2024-07-10 04:00:00,8.14,Building_A_07_2024
2024-07-10 05:00:00,9.36,Building_A_07_2024
2024-07-10 06:00:00,6.37,Building_A_07_2024
2024-07-10 07:00:00,8.99,Building_A_07_2024
2024-07-10 08:00:00,5.93,Building_A_07_2024
2024-07-10 09:00:00,19.12,Building_A_07_2024
2024-07-10 10:00:00,19.35,Building_A_07_2024
2024-07-10 11:00:00,18.3,Building_A_07_2024
2024-07-10 12:00:00,17.91,Building_A_07_2024
2024-07-10 13:00:00,16.94,Building_A_07_2024
2024-07-10 14:00:00,11.47,Building_A_07_2024
2024-07-10 15:00:00,11.48,Building_A_07_2024
2024-07-10 16:00:00,15.17,Building_A_07_2024
2024-07-10 17:00:00,17.53,Building_A_07_2024
2024-07-10 18:00:00,6.04,Building_A_07_2024
2024-07-10 19:00:00,7.12,Building_A_07_2024
2024-07-10 20:00:00,6.87,Building_A_07_2024
2024-07-10 21:00:00,7.32,Building_A_07_2024
2024-07-10 22:00:00,6.39,Building_A_07_2024
2024-07-10 23:00:00,7.93,Building_A_07_2024
2024-07-11 00:00:00,9.32,Building_A_07_2024
2024-07-11 01:00:00,5.59,Building_A_07_2024
2024-07-11 02:00:00,7.59,Building_A_07_2024
2024-07-11 03:00:00,5.66,Building_A_07_2024
2024-07-11 04:00:00,8.58,Building_A_07_2024
2024-07-11 05:00:00,6.98,Building_A_07_2024
2024-07-11 06:00:00,7.83,Building_A_07_2024
2024-07-11 07:00:00,5.92,Building_A_07_2024
2024-07-11 08:00:00,5.72,Building_A_07_2024
2024-07-11 09:00:00,18.72,Building_A_07_2024
2024-07-11 10:00:00,19.48,Building_A_07_2024
2024-07-11 11:00:00,22.39,Building_A_07_2024
2024-07-11 12:00:00,22.39,Building_A_07_2024
2024-07-11 13:00:00,20.95,Building_A_07_2024
2024-07-11 14:00:00,24.31,Building_A_07_2024
2024-07-11 15:00:00,19.41,Building_A_07_2024
2024-07-11 16:00:00,18.63,Building_A_07_2024
2024-07-11 17:00:00,18.8,Building_A_07_2024
2024-07-11 18:00:00,9.81,Building_A_07_2024
2024-07-11 19:00:00,6.46,Building_A_07_2024
2024-07-11 20:00:00,6.2,Building_A_07_2024
2024-07-11 21:00:00,5.5,Building_A_07_2024
2024-07-11 22:00:00,5.08,Building_A_07_2024
2024-07-11 23:00:00,9.65,Building_A_07_2024
2024-07-12 00:00:00,8.35,Building_A_07_2024
2024-07-12 01:00:00,8.93,Building_A_07_2024
2024-07-12 02:00:00,6.41,Building_A_07_2024
2024-07-12 03:00:00,7.93,Building_A_07_2024
2024-07-12 04:00:00,5.32,Building_A_07_2024
2024-07-12 05:00:00,7.43,Building_A_07_2024
2024-07-12 06:00:00,9.89,Building_A_07_2024
2024-07-12 07:00:00,9.38,Building_A_07_2024
2024-07-12 08:00:00,6.69,Building_A_07_2024
2024-07-12 09:00:00,15.15,Building_A_07_2024
2024-07-12 10:00:00,21.14,Building_A_07_2024
2024-07-12 11:00:00,16.06,Building_A_07_2024
2024-07-12 12:00:00,22.11,Building_A_07_2024
2024-07-12 13:00:00,22.21,Building_A_07_2024
2024-07-12 14:00:00,16.88,Building_A_07_2024
2024-07-12 15:00:00,16.34,Building_A_07_2024
2024-07-12 16:00:00,12.45,Building_A_07_2024
2024-07-12 17:00:00,21.73,Building_A_07_2024
2024-07-12 18:00:00,8.09,Building_A_07_2024
2024-07-12 19:00:00,5.07,Building_A_07_2024
2024-07-12 20:00:00,6.74,Building_A_07_2024
2024-07-12 21:00:00,5.74,Building_A_07_2024
2024-07-12 22:00:00,9.91,Building_A_07_2024
2024-07-12 23:00:00,7.39,Building_A_07_2024
2024-07-13 00:00:00,7.49,Building_A_07_2024
2024-07-13 01:00:00,8.2,Building_A_07_2024
2024-07-13 02:00:00,6.84,Building_A_07_2024
2024-07-13 03:00:00,5.68,Building_A_07_2024
2024-07-13 04:00:00,9.11,Building_A_07_2024
2024-07-13 05:00:00,5.95,Building_A_07_2024
2024-07-13 06:00:00,7.56,Building_A_07_2024
2024-07-13 07:00:00,6.12,Building_A_07_2024
2024-07-13 08:00:00,5.49,Building_A_07_2024
2024-07-13 09:00:00,18.84,Building_A_07_2024
2024-07-13 10:00:00,22.0,Building_A_07_2024
2024-07-13 11:00:00,23.96,Building_A_07_2024
2024-07-13 12:00:00,16.0,Building_A_07_2024
2024-07-13 13:00:00,23.06,Building_A_07_2024
2024-07-13 14:00:00,15.78,Building_A_07_2024
2024-07-13 15:00:00,13.46,Building_A_07_2024
2024-07-13 16:00:00,21.47,Building_A_07_2024
2024-07-13 17:00:00,21.07,Building_A_07_2024
2024-07-13 18:00:00,5.66,Building_A_07_2024
2024-07-13 19:00:00,5.27,Building_A_07_2024
2024-07-13 20:00:00,8.63,Building_A_07_2024
2024-07-13 21:00:00,5.06,Building_A_07_2024
2024-07-13 22:00:00,8.85,Building_A_07_2024
2024-07-13 23:00:00,5.73,Building_A_07_2024
2024-07-14 00:00:00,5.4,Building_A_07_2024
2024-07-14 01:00:00,5.45,Building_A_07_2024
2024-07-14 02:00:00,8.36,Building_A_07_2024
2024-07-14 03:00:00,6.23,Building_A_07_2024
2024-07-14 04:00:00,7.1,Building_A_07_2024
2024-07-14 05:00:00,7.79,Building_A_07_2024
2024-07-14 06:00:00,9.3,Building_A_07_2024
2024-07-14 07:00:00,8.64,Building_A_07_2024
2024-07-14 08:00:00,6.35,Building_A_07_2024
2024-07-14 09:00:00,12.65,Building_A_07_2024
2024-07-14 10:00:00,16.85,Building_A_07_2024
2024-07-14 11:00:00,12.57,Building_A_07_2024
2024-07-14 12:00:00,17.82,Building_A_07_2024
2024-07-14 13:00:00,20.55,Building_A_07_2024
2024-07-14 14:00:00,20.26,Building_A_07_2024
2024-07-14 15:00:00,17.65,Building_A_07_2024
2024-07-14 16:00:00,15.25,Building_A_07_2024
2024-07-14 17:00:00,15.83,Building_A_07_2024
2024-07-14 18:00:00,5.91,Building_A_07_2024
2024-07-14 19:00:00,8.94,Building_A_07_2024
2024-07-14 20:00:00,5.28,Building_A_07_2024
2024-07-14 21:00:00,8.48,Building_A_07_2024
2024-07-14 22:00:00,8.89,Building_A_07_2024
2024-07-14 23:00:00,8.89,Building_A_07_2024
2024-07-15 00:00:00,6.3,Building_A_07_2024
2024-07-15 01:00:00,6.87,Building_A_07_2024
2024-07-15 02:00:00,7.94,Building_A_07_2024
2024-07-15 03:00:00,6.36,Building_A_07_2024
2024-07-15 04:00:00,6.85,Building_A_07_2024
2024-07-15 05:00:00,5.99,Building_A_07_2024
2024-07-15 06:00:00,7.3,Building_A_07_2024
2024-07-15 07:00:00,5.22,Building_A_07_2024
2024-07-15 08:00:00,9.0,Building_A_07_2024
2024-07-15 09:00:00,16.28,Building_A_07_2024
2024-07-15 10:00:00,21.41,Building_A_07_2024
2024-07-15 11:00:00,20.82,Building_A_07_2024
2024-07-15 12:00:00,13.42,Building_A_07_2024
2024-07-15 13:00:00,16.61,Building_A_07_2024
2024-07-15 14:00:00,14.35,Building_A_07_2024
2024-07-15 15:00:00,12.11,Building_A_07_2024
2024-07-15 16:00:00,15.62,Building_A_07_2024
2024-07-15 17:00:00,17.62,Building_A_07_2024
2024-07-15 18:00:00,7.68,Building_A_07_2024
2024-07-15 19:00:00,8.41,Building_A_07_2024
2024-07-15 20:00:00,6.39,Building_A_07_2024
2024-07-15 21:00:00,5.64,Building_A_07_2024
2024-07-15 22:00:00,6.96,Building_A_07_2024
2024-07-15 23:00:00,9.78,Building_A_07_2024
2024-07-16 00:00:00,5.94,Building_A_07_2024
2024-07-16 01:00:00,9.52,Building_A_07_2024
2024-07-16 02:00:00,7.72,Building_A_07_2024
2024-07-16 03:00:00,7.28,Building_A_07_2024
2024-07-16 04:00:00,9.41,Building_A_07_2024
2024-07-16 05:00:00,7.29,Building_A_07_2024
2024-07-16 06:00:00,8.62,Building_A_07_2024
2024-07-16 07:00:00,7.0,Building_A_07_2024
2024-07-16 08:00:00,9.52,Building_A_07_2024
2024-07-16 09:00:00,19.74,Building_A_07_2024
2024-07-16 10:00:00,20.82,Building_A_07_2024
2024-07-16 11:00:00,20.54,Building_A_07_2024
2024-07-16 12:00:00,23.67,Building_A_07_2024
2024-07-16 13:00:00,19.81,Building_A_07_2024
2024-07-16 14:00:00,19.65,Building_A_07_2024
2024-07-16 15:00:00,18.58,Building_A_07_2024
2024-07-16 16:00:00,17.06,Building_A_07_2024
2024-07-16 17:00:00,23.55,Building_A_07_2024
2024-07-16 18:00:00,7.29,Building_A_07_2024
2024-07-16 19:00:00,7.95,Building_A_07_2024
2024-07-16 20:00:00,9.29,Building_A_07_2024
2024-07-16 21:00:00,7.29,Building_A_07_2024
2024-07-16 22:00:00,9.76,Building_A_07_2024
2024-07-16 23:00:00,7.88,Building_A_07_2024
2024-07-17 00:00:00,9.1,Building_A_07_2024
2024-07-17 01:00:00,9.54,Building_A_07_2024
2024-07-17 02:00:00,9.08,Building_A_07_2024
2024-07-17 03:00:00,5.8,Building_A_07_2024
2024-07-17 04:00:00,8.14,Building_A_07_2024
2024-07-17 05:00:00,6.99,Building_A_07_2024
2024-07-17 06:00:00,5.31,Building_A_07_2024
2024-07-17 07:00:00,7.12,Building_A_07_2024
2024-07-17 08:00:00,6.29,Building_A_07_2024
2024-07-17 09:00:00,14.67,Building_A_07_2024
2024-07-17 10:00:00,10.17,Building_A_07_2024
2024-07-17 11:00:00,17.53,Building_A_07_2024
2024-07-17 12:00:00,16.4,Building_A_07_2024
2024-07-17 13:00:00,18.17,Building_A_07_2024
2024-07-17 14:00:00,11.1,Building_A_07_2024
2024-07-17 15:00:00,17.66,Building_A_07_2024
2024-07-17 16:00:00,20.02,Building_A_07_2024
2024-07-17 17:00:00,16.5,Building_A_07_2024
2024-07-17 18:00:00,5.5,Building_A_07_2024
2024-07-17 19:00:00,9.73,Building_A_07_2024
2024-07-17 20:00:00,9.35,Building_A_07_2024
2024-07-17 21:00:00,7.27,Building_A_07_2024
2024-07-17 22:00:00,6.63,Building_A_07_2024
2024-07-17 23:00:00,6.16,Building_A_07_2024
2024-07-18 00:00:00,8.07,Building_A_07_2024
2024-07-18 01:00:00,5.17,Building_A_07_2024
2024-07-18 02:00:00,5.08,Building_A_07_2024
2024-07-18 03:00:00,7.14,Building_A_07_2024
2024-07-18 04:00:00,5.34,Building_A_07_2024
2024-07-18 05:00:00,6.26,Building_A_07_2024
2024-07-18 06:00:00,6.11,Building_A_07_2024
2024-07-18 07:00:00,6.27,Building_A_07_2024
2024-07-18 08:00:00,5.66,Building_A_07_2024
2024-07-18 09:00:00,14.21,Building_A_07_2024
2024-07-18 10:00:00,15.78,Building_A_07_2024
2024-07-18 11:00:00,17.61,Building_A_07_2024
2024-07-18 12:00:00,22.87,Building_A_07_2024
2024-07-18 13:00:00,24.56,Building_A_07_2024
2024-07-18 14:00:00,20.03,Building_A_07_2024
2024-07-18 15:00:00,11.59,Building_A_07_2024
2024-07-18 16:00:00,21.24,Building_A_07_2024
2024-07-18 17:00:00,13.12,Building_A_07_2024
2024-07-18 18:00:00,9.95,Building_A_07_2024
2024-07-18 19:00:00,5.33,Building_A_07_2024
2024-07-18 20:00:00,8.92,Building_A_07_2024
2024-07-18 21:00:00,6.44,Building_A_07_2024
2024-07-18 22:00:00,6.21,Building_A_07_2024
2024-07-18 23:00:00,8.31,Building_A_07_2024
2024-07-19 00:00:00,6.23,Building_A_07_2024
2024-07-19 01:00:00,8.33,Building_A_07_2024
2024-07-19 02:00:00,7.59,Building_A_07_2024
2024-07-19 03:00:00,7.12,Building_A_07_2024
2024-07-19 04:00:00,7.77,Building_A_07_2024
2024-07-19 05:00:00,6.44,Building_A_07_2024
2024-07-19 06:00:00,8.53,Building_A_07_2024
2024-07-19 07:00:00,7.07,Building_A_07_2024
2024-07-19 08:00:00,6.8,Building_A_07_2024
2024-07-19 09:00:00,16.5,Building_A_07_2024
2024-07-19 10:00:00,16.16,Building_A_07_2024
2024-07-19 11:00:00,12.21,Building_A_07_2024
2024-07-19 12:00:00,16.45,Building_A_07_2024
2024-07-19 13:00:00,18.46,Building_A_07_2024
2024-07-19 14:00:00,18.78,Building_A_07_2024
2024-07-19 15:00:00,24.52,Building_A_07_2024
2024-07-19 16:00:00,17.25,Building_A_07_2024
2024-07-19 17:00:00,22.16,Building_A_07_2024
2024-07-19 18:00:00,6.48,Building_A_07_2024
2024-07-19 19:00:00,9.96,Building_A_07_2024
2024-07-19 20:00:00,6.25,Building_A_07_2024
2024-07-19 21:00:00,5.53,Building_A_07_2024
2024-07-19 22:00:00,9.75,Building_A_07_2024
2024-07-19 23:00:00,6.17,Building_A_07_2024
2024-07-20 00:00:00,8.45,Building_A_07_2024
2024-07-20 01:00:00,5.29,Building_A_07_2024
2024-07-20 02:00:00,8.65,Building_A_07_2024
2024-07-20 03:00:00,9.41,Building_A_07_2024
2024-07-20 04:00:00,6.36,Building_A_07_2024
2024-07-20 05:00:00,6.9,Building_A_07_2024
2024-07-20 06:00:00,6.87,Building_A_07_2024
2024-07-20 07:00:00,8.74,Building_A_07_2024
2024-07-20 08:00:00,6.19,Building_A_07_2024
2024-07-20 09:00:00,19.56,Building_A_07_2024
2024-07-20 10:00:00,17.87,Building_A_07_2024
2024-07-20 11:00:00,16.08,Building_A_07_2024
2024-07-20 12:00:00,20.16,Building_A_07_2024
2024-07-20 13:00:00,15.48,Building_A_07_2024
2024-07-20 14:00:00,18.06,Building_A_07_2024
2024-07-20 15:00:00,18.88,Building_A_07_2024
2024-07-20 16:00:00,17.17,Building_A_07_2024
2024-07-20 17:00:00,21.29,Building_A_07_2024
2024-07-20 18:00:00,9.7,Building_A_07_2024
2024-07-20 19:00:00,8.75,Building_A_07_2024
2024-07-20 20:00:00,8.5,Building_A_07_2024
2024-07-20 21:00:00,9.84,Building_A_07_2024
2024-07-20 22:00:00,9.97,Building_A_07_2024
2024-07-20 23:00:00,7.26,Building_A_07_2024
2024-07-21 00:00:00,5.35,Building_A_07_2024
2024-07-21 01:00:00,6.46,Building_A_07_2024
2024-07-21 02:00:00,5.76,Building_A_07_2024
2024-07-21 03:00:00,7.09,Building_A_07_2024
2024-07-21 04:00:00,5.66,Building_A_07_2024
2024-07-21 05:00:00,8.02,Building_A_07_2024
2024-07-21 06:00:00,6.91,Building_A_07_2024
2024-07-21 07:00:00,9.48,Building_A_07_2024
2024-07-21 08:00:00,9.84,Building_A_07_2024
2024-07-21 09:00:00,13.66,Building_A_07_2024
2024-07-21 10:00:00,13.04,Building_A_07_2024
2024-07-21 11:00:00,21.47,Building_A_07_2024
2024-07-21 12:00:00,22.19,Building_A_07_2024
2024-07-21 13:00:00,14.85,Building_A_07_2024
2024-07-21 14:00:00,16.53,Building_A_07_2024
2024-07-21 15:00:00,20.62,Building_A_07_2024
2024-07-21 16:00:00,20.46,Building_A_07_2024
2024-07-21 17:00:00,18.15,Building_A_07_2024
2024-07-21 18:00:00,6.24,Building_A_07_2024
2024-07-21 19:00:00,7.53,Building_A_07_2024
2024-07-21 20:00:00,6.55,Building_A_07_2024
2024-07-21 21:00:00,6.87,Building_A_07_2024
2024-07-21 22:00:00,7.62,Building_A_07_2024
2024-07-21 23:00:00,8.75,Building_A_07_2024
2024-07-22 00:00:00,6.67,Building_A_07_2024
2024-07-22 01:00:00,9.62,Building_A_07_2024
2024-07-22 02:00:00,9.31,Building_A_07_2024
2024-07-22 03:00:00,5.24,Building_A_07_2024
2024-07-22 04:00:00,6.27,Building_A_07_2024
2024-07-22 05:00:00,7.23,Building_A_07_2024
2024-07-22 06:00:00,5.52,Building_A_07_2024
2024-07-22 07:00:00,6.74,Building_A_07_2024
2024-07-22 08:00:00,8.7,Building_A_07_2024
2024-07-22 09:00:00,15.62,Building_A_07_2024
2024-07-22 10:00:00,13.55,Building_A_07_2024
2024-07-22 11:00:00,17.87,Building_A_07_2024
2024-07-22 12:00:00,17.75,Building_A_07_2024
