Timestamp,Consumption_kWh
2024-07-07 05:00:00,9.99
2024-07-07 06:00:00,5.75
2024-07-07 07:00:00,9.34
2024-07-07 08:00:00,5.81
2024-07-07 09:00:00,14.46
2024-07-07 10:00:00,12.56
2024-07-07 11:00:00,19.05
2024-07-07 12:00:00,17.02
2024-07-07 13:00:00,21.47
2024-07-07 14:00:00,17.9
2024-07-07 15:00:00,13.83
2024-07-07 16:00:00,21.98
2024-07-07 17:00:00,20.32
2024-07-07 18:00:00,8.61
2024-07-07 19:00:00,9.33
2024-07-07 20:00:00,9.88
2024-07-07 21:00:00,9.28
2024-07-07 22:00:00,5.06
2024-07-07 23:00:00,6.8
2024-07-08 00:00:00,8.65
2024-07-08 01:00:00,5.86
2024-07-08 02:00:00,7.61
2024-07-08 03:00:00,5.27
2024-07-08 04:00:00,6.0
2024-07-08 05:00:00,5.09
2024-07-08 06:00:00,8.97
2024-07-08 07:00:00,6.12
2024-07-08 08:00:00,6.73
2024-07-08 09:00:00,24.62
2024-07-08 10:00:00,22.0
2024-07-08 11:00:00,14.3
2024-07-08 12:00:00,12.1
2024-07-08 13:00:00,21.51
2024-07-08 14:00:00,13.48
2024-07-08 15:00:00,14.69
2024-07-08 16:00:00,23.87
2024-07-08 17:00:00,22.68
2024-07-08 18:00:00,7.68
2024-07-08 19:00:00,7.95
2024-07-08 20:00:00,8.65
2024-07-08 21:00:00,6.56
2024-07-08 22:00:00,6.99
2024-07-08 23:00:00,6.05
2024-07-09 00:00:00,5.93
2024-07-09 01:00:00,9.72
2024-07-09 02:00:00,8.7
2024-07-09 03:00:00,7.45
2024-07-09 04:00:00,6.14
2024-07-09 05:00:00,6.27
2024-07-09 06:00:00,5.29
2024-07-09 07:00:00,7.17
2024-07-09 08:00:00,6.56
2024-07-09 09:00:00,19.89
2024-07-09 10:00:00,18.78
2024-07-09 11:00:00,11.32
2024-07-09 12:00:00,15.27
2024-07-09 13:00:00,15.8
2024-07-09 14:00:00,16.8
2024-07-09 15:00:00,12.95
2024-07-09 16:00:00,14.97
2024-07-09 17:00:00,18.06
2024-07-09 18:00:00,9.95
2024-07-09 19:00:00,6.08
2024-07-09 20:00:00,8.32
2024-07-09 21:00:00,6.32
2024-07-09 22:00:00,5.1
2024-07-09 23:00:00,8.79
2024-07-10 00:00:00,6.6
2024-07-10 01:00:00,6.92
2024-07-10 02:00:00,7.94
2024-07-10 03:00:00,9.16
2024-07-10 04:00:00,8.14
2024-07-10 05:00:00,9.36
2024-07-10 06:00:00,6.37
2024-07-10 07:00:00,8.99
2024-07-10 08:00:00,5.93
2024-07-10 09:00:00,19.12
2024-07-10 10:00:00,19.35
2024-07-10 11:00:00,18.3
2024-07-10 12:00:00,17.91
2024-07-10 13:00:00,16.94
2024-07-10 14:00:00,11.47
2024-07-10 15:00:00,11.48
2024-07-10 16:00:00,15.17
2024-07-10 17:00:00,17.53
2024-07-10 18:00:00,6.04
2024-07-10 19:00:00,7.12
2024-07-10 20:00:00,6.87
2024-07-10 21:00:00,7.32
2024-07-10 22:00:00,6.39
2024-07-10 23:00:00,7.93
2024-07-11 00:00:00,9.32
2024-07-11 01:00:00,5.59
2024-07-11 02:00:00,7.59
2024-07-11 03:00:00,5.66
2024-07-11 04:00:00,8.58
2024-07-11 05:00:00,6.98
2024-07-11 06:00:00,7.83
2024-07-11 07:00:00,5.92
2024-07-11 08:00:00,5.72
2024-07-11 09:00:00,18.72
2024-07-11 10:00:00,19.48
2024-07-11 11:00:00,22.39
2024-07-11 12:00:00,22.39
2024-07-11 13:00:00,20.95
2024-07-11 14:00:00,24.31
2024-07-11 15:00:00,19.41
2024-07-11 16:00:00,18.63
2024-07-11 17:00:00,18.8
2024-07-11 18:00:00,9.81
2024-07-11 19:00:00,6.46
2024-07-11 20:00:00,6.2
2024-07-11 21:00:00,5.5
2024-07-11 22:00:00,5.08
2024-07-11 23:00:00,9.65
2024-07-12 00:00:00,8.35
2024-07-12 01:00:00,8.93
2024-07-12 02:00:00,6.41
2024-07-12 03:00:00,7.93
2024-07-12 04:00:00,5.32
2024-07-12 05:00:00,7.43
2024-07-12 06:00:00,9.89
2024-07-12 07:00:00,9.38
2024-07-12 08:00:00,6.69
2024-07-12 09:00:00,15.15
2024-07-12 10:00:00,21.14
2024-07-12 11:00:00,16.06
2024-07-12 12:00:00,22.11
2024-07-12 13:00:00,22.21
2024-07-12 14:00:00,16.88
2024-07-12 15:00:00,16.34
2024-07-12 16:00:00,12.45
2024-07-12 17:00:00,21.73
2024-07-12 18:00:00,8.09
2024-07-12 19:00:00,5.07
2024-07-12 20:00:00,6.74
2024-07-12 21:00:00,5.74
2024-07-12 22:00:00,9.91
2024-07-12 23:00:00,7.39
2024-07-13 00:00:00,7.49
2024-07-13 01:00:00,8.2
2024-07-13 02:00:00,6.84
2024-07-13 03:00:00,5.68
2024-07-13 04:00:00,9.11
2024-07-13 05:00:00,5.95
2024-07-13 06:00:00,7.56
2024-07-13 07:00:00,6.12
2024-07-13 08:00:00,5.49
2024-07-13 09:00:00,18.84
2024-07-13 10:00:00,22.0
2024-07-13 11:00:00,23.96
2024-07-13 12:00:00,16.0
2024-07-13 13:00:00,23.06
2024-07-13 14:00:00,15.78
2024-07-13 15:00:00,13.46
2024-07-13 16:00:00,21.47
2024-07-13 17:00:00,21.07
2024-07-13 18:00:00,5.66
2024-07-13 19:00:00,5.27
2024-07-13 20:00:00,8.63
2024-07-13 21:00:00,5.06
2024-07-13 22:00:00,8.85
2024-07-13 23:00:00,5.73
2024-07-14 00:00:00,5.4
2024-07-14 01:00:00,5.45
2024-07-14 02:00:00,8.36
2024-07-14 03:00:00,6.23
2024-07-14 04:00:00,7.1
2024-07-14 05:00:00,7.79
2024-07-14 06:00:00,9.3
2024-07-14 07:00:00,8.64
2024-07-14 08:00:00,6.35
2024-07-14 09:00:00,12.65
2024-07-14 10:00:00,16.85
2024-07-14 11:00:00,12.57
2024-07-14 12:00:00,17.82
2024-07-14 13:00:00,20.55
2024-07-14 14:00:00,20.26
2024-07-14 15:00:00,17.65
2024-07-14 16:00:00,15.25
2024-07-14 17:00:00,15.83
2024-07-14 18:00:00,5.91
2024-07-14 19:00:00,8.94
2024-07-14 20:00:00,5.28
2024-07-14 21:00:00,8.48
2024-07-14 22:00:00,8.89
2024-07-14 23:00:00,8.89
2024-07-15 00:00:00,6.3
2024-07-15 01:00:00,6.87
2024-07-15 02:00:00,7.94
2024-07-15 03:00:00,6.36
2024-07-15 04:00:00,6.85
2024-07-15 05:00:00,5.99
2024-07-15 06:00:00,7.3
2024-07-15 07:00:00,5.22
2024-07-15 08:00:00,9.0
2024-07-15 09:00:00,16.28
2024-07-15 10:00:00,21.41
2024-07-15 11:00:00,20.82
2024-07-15 12:00:00,13.42
2024-07-15 13:00:00,16.61
2024-07-15 14:00:00,14.35
2024-07-15 15:00:00,12.11
2024-07-15 16:00:00,15.62
2024-07-15 17:00:00,17.62
2024-07-15 18:00:00,7.68
2024-07-15 19:00:00,8.41
2024-07-15 20:00:00,6.39
2024-07-15 21:00:00,5.64
2024-07-15 22:00:00,6.96
2024-07-15 23:00:00,9.78
2024-07-16 00:00:00,5.94
2024-07-16 01:00:00,9.52
2024-07-16 02:00:00,7.72
2024-07-16 03:00:00,7.28
2024-07-16 04:00:00,9.41
2024-07-16 05:00:00,7.29
2024-07-16 06:00:00,8.62
2024-07-16 07:00:00,7.0
2024-07-16 08:00:00,9.52
2024-07-16 09:00:00,19.74
2024-07-16 10:00:00,20.82
2024-07-16 11:00:00,20.54
2024-07-16 12:00:00,23.67
2024-07-16 13:00:00,19.81
2024-07-16 14:00:00,19.65
2024-07-16 15:00:00,18.58
2024-07-16 16:00:00,17.06
2024-07-16 17:00:00,23.55
2024-07-16 18:00:00,7.29
2024-07-16 19:00:00,7.95
2024-07-16 20:00:00,9.29
2024-07-16 21:00:00,7.29
2024-07-16 22:00:00,9.76
2024-07-16 23:00:00,7.88
2024-07-17 00:00:00,9.1
2024-07-17 01:00:00,9.54
2024-07-17 02:00:00,9.08
2024-07-17 03:00:00,5.8
2024-07-17 04:00:00,8.14
2024-07-17 05:00:00,6.99
2024-07-17 06:00:00,5.31
2024-07-17 07:00:00,7.12
2024-07-17 08:00:00,6.29
2024-07-17 09:00:00,14.67
2024-07-17 10:00:00,10.17
2024-07-17 11:00:00,17.53
2024-07-17 12:00:00,16.4
2024-07-17 13:00:00,18.17
2024-07-17 14:00:00,11.1
2024-07-17 15:00:00,17.66
2024-07-17 16:00:00,20.02
2024-07-17 17:00:00,16.5
2024-07-17 18:00:00,5.5
2024-07-17 19:00:00,9.73
2024-07-17 20:00:00,9.35
2024-07-17 21:00:00,7.27
2024-07-17 22:00:00,6.63
2024-07-17 23:00:00,6.16
2024-07-18 00:00:00,8.07
2024-07-18 01:00:00,5.17
2024-07-18 02:00:00,5.08
2024-07-18 03:00:00,7.14
2024-07-18 04:00:00,5.34
2024-07-18 05:00:00,6.26
2024-07-18 06:00:00,6.11
2024-07-18 07:00:00,6.27
2024-07-18 08:00:00,5.66
2024-07-18 09:00:00,14.21
2024-07-18 10:00:00,15.78
2024-07-18 11:00:00,17.61
2024-07-18 12:00:00,22.87
2024-07-18 13:00:00,24.56
2024-07-18 14:00:00,20.03
2024-07-18 15:00:00,11.59
2024-07-18 16:00:00,21.24
2024-07-18 17:00:00,13.12
2024-07-18 18:00:00,9.95
2024-07-18 19:00:00,5.33
2024-07-18 20:00:00,8.92
2024-07-18 21:00:00,6.44
2024-07-18 22:00:00,6.21
2024-07-18 23:00:00,8.31
2024-07-19 00:00:00,6.23
2024-07-19 01:00:00,8.33
2024-07-19 02:00:00,7.59
2024-07-19 03:00:00,7.12
2024-07-19 04:00:00,7.77
2024-07-19 05:00:00,6.44
2024-07-19 06:00:00,8.53
2024-07-19 07:00:00,7.07
2024-07-19 08:00:00,6.8
2024-07-19 09:00:00,16.5
2024-07-19 10:00:00,16.16
2024-07-19 11:00:00,12.21
2024-07-19 12:00:00,16.45
2024-07-19 13:00:00,18.46
2024-07-19 14:00:00,18.78
2024-07-19 15:00:00,24.52
2024-07-19 16:00:00,17.25
2024-07-19 17:00:00,22.16
2024-07-19 18:00:00,6.48
2024-07-19 19:00:00,9.96
2024-07-19 20:00:00,6.25
2024-07-19 21:00:00,5.53
2024-07-19 22:00:00,9.75
2024-07-19 23:00:00,6.17
2024-07-20 00:00:00,8.45
2024-07-20 01:00:00,5.29
2024-07-20 02:00:00,8.65
2024-07-20 03:00:00,9.41
2024-07-20 04:00:00,6.36
2024-07-20 05:00:00,6.9
2024-07-20 06:00:00,6.87
2024-07-20 07:00:00,8.74
2024-07-20 08:00:00,6.19
2024-07-20 09:00:00,19.56
2024-07-20 10:00:00,17.87
2024-07-20 11:00:00,16.08
2024-07-20 12:00:00,20.16
2024-07-20 13:00:00,15.48
2024-07-20 14:00:00,18.06
2024-07-20 15:00:00,18.88
2024-07-20 16:00:00,17.17
2024-07-20 17:00:00,21.29
2024-07-20 18:00:00,9.7
2024-07-20 19:00:00,8.75
2024-07-20 20:00:00,8.5
2024-07-20 21:00:00,9.84
2024-07-20 22:00:00,9.97
2024-07-20 23:00:00,7.26
2024-07-21 00:00:00,5.35
2024-07-21 01:00:00,6.46
2024-07-21 02:00:00,5.76
2024-07-21 03:00:00,7.09
2024-07-21 04:00:00,5.66
2024-07-21 05:00:00,8.02
2024-07-21 06:00:00,6.91
2024-07-21 07:00:00,9.48
2024-07-21 08:00:00,9.84
2024-07-21 09:00:00,13.66
2024-07-21 10:00:00,13.04
2024-07-21 11:00:00,21.47
2024-07-21 12:00:00,22.19
2024-07-21 13:00:00,14.85
2024-07-21 14:00:00,16.53
2024-07-21 15:00:00,20.62
2024-07-21 16:00:00,20.46
2024-07-21 17:00:00,18.15
2024-07-21 18:00:00,6.24
2024-07-21 19:00:00,7.53
2024-07-21 20:00:00,6.55
2024-07-21 21:00:00,6.87
2024-07-21 22:00:00,7.62
2024-07-21 23:00:00,8.75
2024-07-22 00:00:00,6.67
2024-07-22 01:00:00,9.62
2024-07-22 02:00:00,9.31
2024-07-22 03:00:00,5.24
2024-07-22 04:00:00,6.27
2024-07-22 05:00:00,7.23
2024-07-22 06:00:00,5.52
2024-07-22 07:00:00,6.74
2024-07-22 08:00:00,8.7
2024-07-22 09:00:00,15.62
2024-07-22 10:00:00,13.55
2024-07-22 11:00:00,17.87
2024-07-22 12:00:00,17.75
2024-07-22 13:00:00,19.99
2024-07-22 14:00:00,21.91
2024-07-22 15:00:00,14.72
2024-07-22 16:00:00,15.16
2024-07-22 17:00:00,14.8
2024-07-22 18:00:00,5.15
2024-07-22 19:00:00,8.55
2024-07-22 20:00:00,5.04
2024-07-22 21:00:00,6.86
2024-07-22 22:00:00,7.65
2024-07-22 23:00:00,9.61
2024-07-23 00:00:00,5.45
2024-07-23 01:00:00,7.03
2024-07-23 02:00:00,5.12
2024-07-23 03:00:00,6.71
2024-07-23 04:00:00,8.11
2024-07-23 05:00:00,6.4
2024-07-23 06:00:00,6.05
2024-07-23 07:00:00,5.58
2024-07-23 08:00:00,7.89
2024-07-23 09:00:00,15.36
2024-07-23 10:00:00,21.39
2024-07-23 11:00:00,22.42
2024-07-23 12:00:00,15.18
2024-07-23 13:00:00,23.07
2024-07-23 14:00:00,14.44
2024-07-23 15:00:00,21.94
2024-07-23 16:00:00,15.98
2024-07-23 17:00:00,11.72
2024-07-23 18:00:00,8.48
2024-07-23 19:00:00,9.07
2024-07-23 20:00:00,7.55
2024-07-23 21:00:00,6.67
2024-07-23 22:00:00,8.95
2024-07-23 23:00:00,5.49
2024-07-24 00:00:00,7.21
2024-07-24 01:00:00,7.6
2024-07-24 02:00:00,8.47
2024-07-24 03:00:00,5.45
2024-07-24 04:00:00,6.14
2024-07-24 05:00:00,7.05
2024-07-24 06:00:00,8.12
2024-07-24 07:00:00,9.43
2024-07-24 08:00:00,8.09
2024-07-24 09:00:00,17.63
2024-07-24 10:00:00,16.0
2024-07-24 11:00:00,20.02
2024-07-24 12:00:00,16.72
2024-07-24 13:00:00,21.9
2024-07-24 14:00:00,21.71
2024-07-24 15:00:00,22.32
2024-07-24 16:00:00,22.65
2024-07-24 17:00:00,15.17
2024-07-24 18:00:00,9.6
2024-07-24 19:00:00,5.18
2024-07-24 20:00:00,5.87
2024-07-24 21:00:00,6.95
2024-07-24 22:00:00,9.76
2024-07-24 23:00:00,6.5
2024-07-25 00:00:00,5.8
2024-07-25 01:00:00,9.43
2024-07-25 02:00:00,7.23
2024-07-25 03:00:00,9.54
2024-07-25 04:00:00,5.8
2024-07-25 05:00:00,8.31
2024-07-25 06:00:00,7.2
2024-07-25 07:00:00,5.38
2024-07-25 08:00:00,8.48
2024-07-25 09:00:00,14.34
2024-07-25 10:00:00,15.35
2024-07-25 11:00:00,14.46
2024-07-25 12:00:00,12.62
2024-07-25 13:00:00,17.62
2024-07-25 14:00:00,23.15
2024-07-25 15:00:00,17.43
2024-07-25 16:00:00,16.9
2024-07-25 17:00:00,12.68
2024-07-25 18:00:00,6.52
2024-07-25 19:00:00,9.99
2024-07-25 20:00:00,6.81
2024-07-25 21:00:00,7.35
2024-07-25 22:00:00,6.89
2024-07-25 23:00:00,9.9
2024-07-26 00:00:00,5.87
2024-07-26 01:00:00,6.64
2024-07-26 02:00:00,8.4
2024-07-26 03:00:00,5.32
2024-07-26 04:00:00,8.04
2024-07-26 05:00:00,7.39
2024-07-26 06:00:00,6.42
2024-07-26 07:00:00,6.19
2024-07-26 08:00:00,7.57
2024-07-26 09:00:00,20.29
2024-07-26 10:00:00,13.83
2024-07-26 11:00:00,13.73
2024-07-26 12:00:00,17.41
2024-07-26 13:00:00,19.51
2024-07-26 14:00:00,12.55
2024-07-26 15:00:00,19.69
2024-07-26 16:00:00,21.04
2024-07-26 17:00:00,22.57
2024-07-26 18:00:00,6.99
2024-07-26 19:00:00,10.0
2024-07-26 20:00:00,6.76
2024-07-26 21:00:00,8.61
2024-07-26 22:00:00,8.19
2024-07-26 23:00:00,9.07
2024-07-27 00:00:00,9.88
2024-07-27 01:00:00,9.45
2024-07-27 02:00:00,8.82
2024-07-27 03:00:00,8.49
2024-07-27 04:00:00,6.68
2024-07-27 05:00:00,5.74
2024-07-27 06:00:00,5.31
2024-07-27 07:00:00,6.21
2024-07-27 08:00:00,7.16
2024-07-27 09:00:00,13.77
2024-07-27 10:00:00,16.04
2024-07-27 11:00:00,22.22
2024-07-27 12:00:00,12.55
2024-07-27 13:00:00,13.4
2024-07-27 14:00:00,14.62
2024-07-27 15:00:00,15.45
2024-07-27 16:00:00,19.06
2024-07-27 17:00:00,15.78
2024-07-27 18:00:00,9.92
2024-07-27 19:00:00,7.0
2024-07-27 20:00:00,6.9
2024-07-27 21:00:00,5.74
2024-07-27 22:00:00,8.42
2024-07-27 23:00:00,8.28
2024-07-28 00:00:00,9.31
2024-07-28 01:00:00,5.49
2024-07-28 02:00:00,7.49
2024-07-28 03:00:00,7.91
2024-07-28 04:00:00,6.21
2024-07-28 05:00:00,5.85
2024-07-28 06:00:00,9.3
2024-07-28 07:00:00,5.29
2024-07-28 08:00:00,7.35
2024-07-28 09:00:00,13.8
2024-07-28 10:00:00,16.55
2024-07-28 11:00:00,15.15
2024-07-28 12:00:00,16.0
2024-07-28 13:00:00,15.23
2024-07-28 14:00:00,15.52
2024-07-28 15:00:00,19.61
2024-07-28 16:00:00,20.2
2024-07-28 17:00:00,12.8
2024-07-28 18:00:00,8.36
2024-07-28 19:00:00,6.72
2024-07-28 20:00:00,8.57
2024-07-28 21:00:00,8.2
2024-07-28 22:00:00,7.0
2024-07-28 23:00:00,7.16
2024-07-29 00:00:00,8.07
2024-07-29 01:00:00,5.35
2024-07-29 02:00:00,9.11
2024-07-29 03:00:00,8.27
2024-07-29 04:00:00,8.63
2024-07-29 05:00:00,7.68
2024-07-29 06:00:00,5.55
2024-07-29 07:00:00,7.03
2024-07-29 08:00:00,7.03
2024-07-29 09:00:00,17.62
2024-07-29 10:00:00,18.5
2024-07-29 11:00:00,16.07
2024-07-29 12:00:00,18.17
2024-07-29 13:00:00,21.94
2024-07-29 14:00:00,21.58
2024-07-29 15:00:00,14.25
2024-07-29 16:00:00,14.89
2024-07-29 17:00:00,12.43
2024-07-29 18:00:00,9.34
2024-07-29 19:00:00,5.15
2024-07-29 20:00:00,7.67
2024-07-29 21:00:00,7.02
2024-07-29 22:00:00,7.62
2024-07-29 23:00:00,6.83
2024-07-30 00:00:00,5.95
2024-07-30 01:00:00,5.1
2024-07-30 02:00:00,7.59
2024-07-30 03:00:00,9.21
2024-07-30 04:00:00,6.87
2024-07-30 05:00:00,6.11
2024-07-30 06:00:00,5.4
2024-07-30 07:00:00,5.43
2024-07-30 08:00:00,6.11
2024-07-30 09:00:00,13.2
2024-07-30 10:00:00,17.49
2024-07-30 11:00:00,14.17
2024-07-30 12:00:00,17.36
2024-07-30 13:00:00,17.81
2024-07-30 14:00:00,12.35
2024-07-30 15:00:00,15.93
2024-07-30 16:00:00,22.71
2024-07-30 17:00:00,21.87
2024-07-30 18:00:00,5.77
2024-07-30 19:00:00,6.0
2024-07-30 20:00:00,7.16
2024-07-30 21:00:00,7.64
2024-07-30 22:00:00,6.75
2024-07-30 23:00:00,8.91
2024-07-31 00:00:00,8.76
2024-07-31 01:00:00,9.64
2024-07-31 02:00:00,5.14
2024-07-31 03:00:00,9.48
2024-07-31 04:00:00,6.96
2024-07-31 05:00:00,9.39
2024-07-31 06:00:00,8.45
2024-07-31 07:00:00,9.94
2024-07-31 08:00:00,8.8
2024-07-31 09:00:00,13.9
2024-07-31 10:00:00,20.39
2024-07-31 11:00:00,14.62
2024-07-31 12:00:00,20.7
2024-07-31 13:00:00,12.96
2024-07-31 14:00:00,19.14
2024-07-31 15:00:00,14.25
2024-07-31 16:00:00,21.13
2024-07-31 17:00:00,19.63
2024-07-31 18:00:00,5.59
2024-07-31 19:00:00,5.8
2024-07-31 20:00:00,5.23
2024-07-31 21:00:00,9.85
2024-07-31 22:00:00,5.02
2024-07-31 23:00:00,5.89
